Episode,Station_Reward,Car_Reward,Station_Reward_Smooth,Car_Reward_Smooth
0,-0.3697847744422343,-0.3939916351542184,-0.3697847744422343,-0.3939916351542184
1,-0.3478369496478462,-0.3718672678342373,-0.35881086204504026,-0.38292945149422786
2,-0.33731514980382127,-0.3693327403176428,-0.3516456246313006,-0.37839721443536617
3,-0.3271303848340773,-0.3699973811934651,-0.3455168146819948,-0.3762972561248909
4,-0.3310825856574321,-0.3597729538740726,-0.34262996887708225,-0.37299239567472725
5,-0.3279217558490625,-0.3529363824830897,-0.34017860003907896,-0.3696497268094543
6,-0.3176803057188248,-0.3470310951583846,-0.33696455799332836,-0.36641849371644436
7,-0.3157873635621875,-0.34188163130169136,-0.33431740868943577,-0.36335138591460026
8,-0.30956201263638283,-0.3394113036020961,-0.3315668091279854,-0.36069137676876645
9,-0.2959506927079112,-0.3425339553617731,-0.328005197485978,-0.3588756346280671
10,-0.29165982861308276,-0.3411271749829402,-0.32470107304298756,-0.3572621382966919
11,-0.28820089876388094,-0.3373762436786071,-0.32165939185306197,-0.3556049804118515
12,-0.28707366980194415,-0.3316411193854479,-0.3189989516952837,-0.35376160648674354
13,-0.2839835336969668,-0.32819739441833656,-0.31649785040968964,-0.3519355913390002
14,-0.28390407266448636,-0.3287955323835595,-0.31432493189334276,-0.3503929207419708
15,-0.2846755079124322,-0.3242075933230939,-0.31247184289453583,-0.348756337778291
16,-0.28160727773947686,-0.32221475762665,-0.3106562802383559,-0.3471950683576063
17,-0.27335017463421535,-0.31618687697317827,-0.30858371881590363,-0.34547239105847133
18,-0.2724468692232173,-0.3159235556912914,-0.306681779363657,-0.34391718919704084
19,-0.26454593380080715,-0.31532630025998637,-0.3045749870855145,-0.3424876447501881
20,-0.26734836298226694,-0.30907120049195813,-0.3028022906996456,-0.34089638549979623
21,-0.2649683095872343,-0.31230222630087984,-0.30108256428544505,-0.33959665099075453
22,-0.25411953522672,-0.30842850488320056,-0.2990406934568048,-0.3382415142034696
23,-0.2593929261898605,-0.30148914247260633,-0.2973887031540155,-0.3367101653813503
24,-0.25387372359941784,-0.30351035606225973,-0.2956481039718316,-0.3353821730085867
25,-0.24651901634466875,-0.3018542868931744,-0.29375852367847916,-0.3340926389272247
26,-0.2483252403701115,-0.30134288250020747,-0.29207580948187295,-0.33287968498548326
27,-0.2512002093878026,-0.30011297228599626,-0.2906159666213704,-0.3317094452462159
28,-0.2446919610764901,-0.2916104430159062,-0.2890323802232711,-0.3303267210313776
29,-0.24722901637885206,-0.293024472001273,-0.28763893476179053,-0.3290833127303741
30,-0.2466766474865137,-0.2924616048237469,-0.2863175706561364,-0.3279019673140314
31,-0.23838366397818941,-0.2935184979110629,-0.28481963607245053,-0.32682748389518856
32,-0.23336872210694581,-0.292127646113576,-0.28326051746743525,-0.3257759736593821
33,-0.23290003259078781,-0.2871123008554763,-0.28177932673576916,-0.3246388068122084
34,-0.22489503023545523,-0.2861750480971158,-0.2801540611214745,-0.3235398422774915
35,-0.23439146791316343,-0.28346592961309225,-0.27888287797679917,-0.3224266780368137
36,-0.22715041641005831,-0.28084916479660327,-0.27748470333986025,-0.321302961462754
37,-0.22609079668022186,-0.2836850320886048,-0.276132232111975,-0.32031301595290795
38,-0.22423295250673222,-0.27557334777149173,-0.2748014813528662,-0.3191658449738973
39,-0.22199711182822135,-0.2711361025697173,-0.2734813721147501,-0.3179651014137928
40,-0.2306683269245354,-0.27841775744001385,-0.2724371515003546,-0.3170005320485787
41,-0.21923097700798708,-0.2754410241807972,-0.27117033782196487,-0.3160110199564886
42,-0.21647710454706875,-0.27127669863056625,-0.2698984021644092,-0.3149706869023974
43,-0.21589868467162848,-0.272906591639833,-0.2686711358577551,-0.3140146847373391
44,-0.21039588707545365,-0.26937501510415085,-0.2673761303292595,-0.3130226920788238
45,-0.2174072941557621,-0.2713645029278412,-0.26628985128200955,-0.31211707927119375
46,-0.20852618367246464,-0.26644458240161817,-0.2650608370775511,-0.31114532401864964
47,-0.20867637518358864,-0.26465865547925144,-0.26388616078809357,-0.31017685175741216
48,-0.2136181584957071,-0.26530367986124304,-0.26286028319028976,-0.30926107273912296
49,-0.20435314137170688,-0.2652997780542278,-0.26169014035391813,-0.3083818468454251
50,-0.20639174466277033,-0.266188606126074,-0.2584222797583288,-0.3058257862648622
51,-0.20261201398243048,-0.26455309732998944,-0.25551778104502054,-0.30367950285477724
52,-0.203283701699696,-0.25825473513998776,-0.252837152082938,-0.3014579427512241
53,-0.20211094557631587,-0.2603613559388019,-0.2503367632977828,-0.2992652222461309
54,-0.19754512389437953,-0.2581121519426273,-0.24766601406252176,-0.297232006207502
55,-0.20524073629697037,-0.25696361167047216,-0.24521239367147987,-0.29531255079124963
56,-0.19157628665571366,-0.2536765104798751,-0.24269031329021767,-0.2934454590976794
57,-0.19489836133845326,-0.2566870133999059,-0.240272533245743,-0.29174156673964374
58,-0.18892101311977358,-0.2534896234549721,-0.2378597132554108,-0.2900231331367012
59,-0.18721419548094592,-0.25129297199490663,-0.23568498331087148,-0.2881983134693639
60,-0.19242888685828757,-0.2518500494340209,-0.2337003644757756,-0.2864127709583855
61,-0.19019585773435382,-0.24943697286937977,-0.23174026365518507,-0.28465398554220095
62,-0.19435277647697688,-0.24681633062010425,-0.22988584578868573,-0.2829574897668941
63,-0.1850650817700564,-0.2476150007554641,-0.2279074767501475,-0.28134584189363665
64,-0.1872229250533876,-0.24620722316701796,-0.22597385379792556,-0.2796940757093058
65,-0.18674235784083343,-0.24676508641058953,-0.22401519079649357,-0.27814522557105575
66,-0.17984835271859648,-0.24168895490530584,-0.22198001229607595,-0.27653470951662884
67,-0.1822469425622439,-0.24031697369242372,-0.22015794765463653,-0.27501731145101377
68,-0.17687877412380765,-0.23762654728612534,-0.2182465857526483,-0.2734513712829104
