Episode,Station_Reward,Car_Reward,Station_Reward_Smooth,Car_Reward_Smooth
0,-0.3751174663348088,-0.40460847751413825,-0.3751174663348088,-0.40460847751413825
1,-0.348548156724394,-0.3825636489016796,-0.3618328115296014,-0.3935860632079089
2,-0.3459367417725848,-0.375937566611369,-0.3565341216105959,-0.3877032310090623
3,-0.32951991127142266,-0.37027546976309444,-0.34978056902580257,-0.3833462906975703
4,-0.32443807529587254,-0.36586070348862404,-0.34471207027981654,-0.37984917325578105
5,-0.31935648853483245,-0.3608838281042066,-0.34048613998898586,-0.3766882823971853
6,-0.3119078389141316,-0.3560146793068966,-0.33640352554972097,-0.3737349105271441
7,-0.30882659735370577,-0.35375119689869244,-0.3329564095252191,-0.3712369463235876
8,-0.30681605097943276,-0.3452502103054764,-0.33005192524235394,-0.36834953121046415
9,-0.29909997660486776,-0.3416120248166977,-0.3269567303786053,-0.3656757805710875
10,-0.29275786979479795,-0.3427968312562551,-0.3238477430528046,-0.36359587608792093
11,-0.2902372525431224,-0.3387275562505493,-0.32104686884366446,-0.3615235161014733
12,-0.2994612578292679,-0.3409265416272855,-0.3193864372271724,-0.3599391334496127
13,-0.2837222623253872,-0.3376042312521752,-0.3168389961627592,-0.3583437832926529
14,-0.28795796960325554,-0.33466666641934306,-0.31491359439212563,-0.3567653088344322
15,-0.2861819259178666,-0.32917653343612246,-0.3131178651124844,-0.35504101037203784
16,-0.2796055799595005,-0.3270930584890689,-0.31114655422113247,-0.3533970132024514
17,-0.2801249261158397,-0.3259362183756683,-0.3094231304375051,-0.3518714134898524
18,-0.27390052817213884,-0.32117664700223053,-0.30755351979195944,-0.35025589946418806
19,-0.26889017909060475,-0.32114983051602297,-0.30562035275689176,-0.3488005960167798
20,-0.2732060857493792,-0.3180681996926214,-0.3040768162327245,-0.34733714857277226
21,-0.2670095097791642,-0.3151865181272134,-0.30239193866665354,-0.34587575627979233
22,-0.2585104019591109,-0.3138042678544221,-0.30048404576632565,-0.3444813437395588
23,-0.2595952886319195,-0.3123810668341573,-0.298780347552392,-0.3431438322018338
24,-0.2631412420585813,-0.3131085907249407,-0.2973547833326396,-0.3419424225427581
25,-0.2571043004358235,-0.3127445046005886,-0.29580668783660824,-0.34081942569882845
26,-0.2454500461279178,-0.3060480599020779,-0.29394162703258264,-0.3395315973359858
27,-0.25116940706992535,-0.3046338243081623,-0.29241404774820207,-0.33828524829927786
28,-0.2458087504469928,-0.30447564365902935,-0.2908069685309189,-0.3371193998634072
29,-0.24604247825337439,-0.30226262961126066,-0.28931481885500077,-0.335957507521669
30,-0.2458856083346545,-0.30406892351233555,-0.2879138765801509,-0.3349288435213679
31,-0.2485915901577162,-0.30105086658596253,-0.2866850551294498,-0.3338701567421365
32,-0.24084366336436416,-0.29391870146188576,-0.28529592204565934,-0.3326595065821289
33,-0.23509252055097568,-0.29173406872225915,-0.28381935141346276,-0.3314558172333092
34,-0.240520125152351,-0.2918566225574591,-0.2825822306631453,-0.33032441167114207
35,-0.23877969334772625,-0.29101348392575166,-0.2813654935154948,-0.32923244145599234
36,-0.2315644369623529,-0.29194321842790505,-0.2800195190140585,-0.3282246246173954
37,-0.2295953104047815,-0.2871296989862158,-0.27869256615591964,-0.3271431792060485
38,-0.22506272023240936,-0.283223490343008,-0.2773174419014707,-0.32601703333776544
39,-0.22141914446555502,-0.2829161115527052,-0.27591998446557275,-0.32493951029313894
40,-0.21982273064152918,-0.28058752173104645,-0.2745517587625473,-0.32385775447455134
