训练轮数,充电站利润,电动汽车成本,拥堵成本,充电站策略熵,电动汽车策略熵,成本方差,充电站策略集中度
171,12.176248343213315,0.7288257707436212,0.09813081412507277,1.5528467275161062,1.451940850509722,0.0591018605716712,0.3119954830733831
172,11.8548523488488,0.7370126434206548,0.11943679876874473,1.558147131670699,1.443788917744157,0.05508800885285659,0.2918591040978511
173,12.157402907076378,0.7279131421585139,0.10114405199871163,1.5697454088223382,1.443743970465028,0.058221031492417794,0.2888066337031244
174,12.205272329929171,0.7177219920055384,0.09876238874885913,1.5511238741719688,1.415762820510369,0.05735764762950554,0.2832942716220195
175,12.562404280585886,0.7068492832858578,0.079840303096658,1.5264216033133076,1.4185597872525304,0.06076163574435734,0.28042264558458824
176,11.9623178525309,0.7231780028805365,0.09467052847718727,1.57381148888705,1.4403530320818214,0.05890097290828332,0.2523697860507085
177,12.20259466414965,0.7059163184578877,0.08000303705128321,1.5922253789273708,1.4138138833022629,0.06076829733647875,0.24509922096158632
178,12.399377857161767,0.70734012247562,0.08427110926331202,1.5437713451235902,1.4095066095763256,0.05954871743452213,0.27916601269621194
179,12.354864470459916,0.7055107016794095,0.0715570014678196,1.437658994566101,1.4223847248644916,0.06251395775413827,0.33173711899658515
180,12.034159513384722,0.7058528226886297,0.07274279901436861,1.3864665686413662,1.421238087903444,0.06223913631336012,0.35719028407305453
181,12.11896844431375,0.7082403657800164,0.07668633583742768,1.3908244633961981,1.420512657565253,0.06169788980213647,0.3502663169766213
182,12.260864710369855,0.7072998200466992,0.07302041563675467,1.4270692474036943,1.4257052459653503,0.0625524563937359,0.3402890095957148
183,12.220342903665255,0.7133200178292902,0.08045667986605248,1.4418414706426816,1.4329050171343423,0.06109581409809481,0.3538974037741942
184,12.348200901947372,0.7274688205786676,0.107226804212683,1.529323050221891,1.429939076756141,0.05722029194248101,0.2921971995872734
185,12.181256642446952,0.7260530470788149,0.09723362857484043,1.5397116399660715,1.4499424478271465,0.058481283148567396,0.2764850310070436
186,11.803171418250379,0.7520042694192177,0.14533543872618576,1.5075884149897183,1.4437682551152957,0.05352766961355563,0.3115460961836815
187,12.301827929033958,0.717926326338647,0.09146357850759074,1.6000949855534754,1.435388554280617,0.05940685055745207,0.24633832352743115
188,12.14935309051827,0.7168712149296774,0.09348125133490309,1.592698764546931,1.4265931362204174,0.058566132011634936,0.23110434896736776
189,12.059447940345674,0.7145569836081671,0.09262967271126044,1.5977346803714283,1.4194226525545544,0.058610496736919024,0.2299581630336138
190,11.83771365090335,0.7341045999636271,0.12069469128167917,1.5965575900655915,1.42708203354213,0.05644498039068558,0.2285297403987021
191,12.094217766599552,0.7094215264005826,0.08287976612767738,1.5987021033362305,1.4213507074022653,0.060072142026329496,0.23752064360123396
192,12.20627880947029,0.7068578528999293,0.08723625561199327,1.5967084841249912,1.4062966626197464,0.058821282241714574,0.23852400053388273
193,11.961570911477324,0.7310429554489868,0.11360401686083403,1.5954822441961534,1.432468265773357,0.05689735023738647,0.2289309099264121
194,12.027737532933854,0.7072162884070924,0.08587786588901368,1.5933575151162622,1.4114300499917096,0.059360542850384404,0.24218060380342155
195,12.15851119616673,0.72206684953159,0.10906293095151876,1.5744954648083274,1.413307577104036,0.05676613768841629,0.2716232495064615
196,12.570831256541164,0.7049043854541728,0.06575642657513084,1.5597621765959853,1.4361812124503663,0.06415813912170294,0.26112802939092883
197,12.555825272782132,0.7070623008803204,0.07760590285993291,1.5700537763342137,1.4230410023360356,0.061464715543317935,0.2555857342786346
198,12.571750663208432,0.7038799998703259,0.07276645086837238,1.5619202216243715,1.4229827070214174,0.062127449431646,0.24061769681018713
199,12.526968342340087,0.7109308300128473,0.08024499635792003,1.5811866135114,1.4297483008990457,0.06135742481371802,0.24891290693113938
