price_levels,omega,k,station_total_profit,ev_total_cost,congestion_costs_total,load_balance,price_load_correlation,mixed_strategy_count,strategy_entropy
[1.2 1.  0.8 0.6 0.4],[0.8 0.7 0.6 0.5 0.4],[80. 70. 60. 50. 40.],7.22113280193699,0.8235657271010024,0.3044564627358887,62.211620807647705,-0.9441461495839223,4,1.5681798458099365
